geo_id,do_date,total_pop,households,male_pop,female_pop,median_age,male_under_5,male_5_to_9,male_10_to_14,male_15_to_17,male_18_to_19,male_20,male_21,male_22_to_24,male_25_to_29,male_30_to_34,male_35_to_39,male_40_to_44,male_45_to_49,male_50_to_54,male_55_to_59,male_60_to_61,male_62_to_64,male_65_to_66,male_67_to_69,male_70_to_74,male_75_to_79,male_80_to_84,male_85_and_over,female_under_5,female_5_to_9,female_10_to_14,female_15_to_17,female_18_to_19,female_20,female_21,female_22_to_24,female_25_to_29,female_30_to_34,female_35_to_39,female_40_to_44,female_45_to_49,female_50_to_54,female_55_to_59,female_60_to_61,female_62_to_64,female_65_to_66,female_67_to_69,female_70_to_74,female_75_to_79,female_80_to_84,female_85_and_over,white_pop,population_1_year_and_over,population_3_years_over,pop_5_years_over,pop_15_and_over,pop_16_over,pop_25_years_over,pop_25_64,pop_never_married,pop_now_married,pop_separated,pop_widowed,pop_divorced,not_us_citizen_pop,black_pop,asian_pop,hispanic_pop,amerindian_pop,other_race_pop,two_or_more_races_pop,hispanic_any_race,not_hispanic_pop,asian_male_45_54,asian_male_55_64,black_male_45_54,black_male_55_64,hispanic_male_45_54,hispanic_male_55_64,white_male_45_54,white_male_55_64,median_income,income_per_capita,income_less_10000,income_10000_14999,income_15000_19999,income_20000_24999,income_25000_29999,income_30000_34999,income_35000_39999,income_40000_44999,income_45000_49999,income_50000_59999,income_60000_74999,income_75000_99999,income_100000_124999,income_125000_149999,income_150000_199999,income_200000_or_more,pop_determined_poverty_status,poverty,gini_index,housing_units,renter_occupied_housing_units_paying_cash_median_gross_rent,owner_occupied_housing_units_lower_value_quartile,owner_occupied_housing_units_median_value,owner_occupied_housing_units_upper_value_quartile,occupied_housing_units,housing_units_renter_occupied,vacant_housing_units,vacant_housing_units_for_rent,vacant_housing_units_for_sale,dwellings_1_units_detached,dwellings_1_units_attached,dwellings_2_units,dwellings_3_to_4_units,dwellings_5_to_9_units,dwellings_10_to_19_units,dwellings_20_to_49_units,dwellings_50_or_more_units,mobile_homes,housing_built_2005_or_later,housing_built_2000_to_2004,housing_built_1939_or_earlier,median_year_structure_built,married_households,nonfamily_households,family_households,households_public_asst_or_food_stamps,male_male_households,female_female_households,children,children_in_single_female_hh,median_rent,percent_income_spent_on_rent,rent_burden_not_computed,rent_over_50_percent,rent_40_to_50_percent,rent_35_to_40_percent,rent_30_to_35_percent,rent_25_to_30_percent,rent_20_to_25_percent,rent_15_to_20_percent,rent_10_to_15_percent,rent_under_10_percent,owner_occupied_housing_units,million_dollar_housing_units,mortgaged_housing_units,different_house_year_ago_different_city,different_house_year_ago_same_city,families_with_young_children,two_parent_families_with_young_children,two_parents_in_labor_force_families_with_young_children,two_parents_father_in_labor_force_families_with_young_children,two_parents_mother_in_labor_force_families_with_young_children,two_parents_not_in_labor_force_families_with_young_children,one_parent_families_with_young_children,father_one_parent_families_with_young_children,father_in_labor_force_one_parent_families_with_young_children,commute_less_10_mins,commute_10_14_mins,commute_15_19_mins,commute_20_24_mins,commute_25_29_mins,commute_30_34_mins,commute_35_44_mins,commute_60_more_mins,commute_45_59_mins,commuters_16_over,walked_to_work,worked_at_home,no_car,no_cars,one_car,two_cars,three_cars,four_more_cars,aggregate_travel_time_to_work,commuters_by_public_transportation,commuters_by_bus,commuters_by_car_truck_van,commuters_by_carpool,commuters_by_subway_or_elevated,commuters_drove_alone,group_quarters,associates_degree,bachelors_degree,high_school_diploma,less_one_year_college,masters_degree,one_year_more_college,less_than_high_school_graduate,high_school_including_ged,bachelors_degree_2,bachelors_degree_or_higher_25_64,graduate_professional_degree,some_college_and_associates_degree,male_45_64_associates_degree,male_45_64_bachelors_degree,male_45_64_graduate_degree,male_45_64_less_than_9_grade,male_45_64_grade_9_12,male_45_64_high_school,male_45_64_some_college,male_45_to_64,employed_pop,unemployed_pop,pop_in_labor_force,not_in_labor_force,workers_16_and_over,armed_forces,civilian_labor_force,employed_agriculture_forestry_fishing_hunting_mining,employed_arts_entertainment_recreation_accommodation_food,employed_construction,employed_education_health_social,employed_finance_insurance_real_estate,employed_information,employed_manufacturing,employed_other_services_not_public_admin,employed_public_administration,employed_retail_trade,employed_science_management_admin_waste,employed_transportation_warehousing_utilities,employed_wholesale_trade,occupation_management_arts,occupation_natural_resources_construction_maintenance,occupation_production_transportation_material,occupation_sales_office,occupation_services,management_business_sci_arts_employed,sales_office_employed,in_grades_1_to_4,in_grades_5_to_8,in_grades_9_to_12,in_school,in_undergrad_college,speak_only_english_at_home,speak_spanish_at_home,speak_spanish_at_home_low_english
42005,2014-01-01,66331.0,27990.0,33003.0,33328.0,46.3,1688.0,1928.0,1811.0,1198.0,673.0,402.0,310.0,1076.0,1848.0,1792.0,1807.0,1929.0,2323.0,2522.0,2732.0,1144.0,1580.0,944.0,1164.0,1636.0,1131.0,701.0,664.0,1583.0,1778.0,1770.0,1120.0,607.0,295.0,283.0,1091.0,1628.0,1721.0,1807.0,1921.0,2264.0,2477.0,2758.0,1085.0,1426.0,1021.0,1379.0,1553.0,1425.0,949.0,1387.0,64441.0,65706.0,64478.0,,,55092.0,48718.0,34764.0,,,,,,93.0,591.0,193.0,492.0,19.0,16.0,579.0,492.0,65839.0,2.0,6.0,39.0,47.0,50.0,0.0,4687.0,5367.0,49032.0,26465.0,1696.0,1431.0,1890.0,1579.0,1648.0,1728.0,1482.0,1637.0,1110.0,2089.0,3165.0,3518.0,2410.0,1183.0,818.0,606.0,65626.0,7683.0,0.4155,32736.0,656.0,64400.0,103600.0,172700.0,27990.0,6646.0,4746.0,344.0,525.0,24845.0,1109.0,975.0,729.0,603.0,201.0,387.0,433.0,3453.0,133.0,371.0,2763.0,1958.0,15007.0,9000.0,18990.0,4544.0,21.0,29.0,12876.0,3007.0,500.0,26.0,1016.0,1029.0,373.0,360.0,530.0,648.0,807.0,802.0,632.0,449.0,21344.0,38.0,10477.0,4470.0,371.0,3709.0,2451.0,1469.0,890.0,67.0,25.0,1258.0,296.0,265.0,4129.0,3466.0,3141.0,3180.0,1892.0,3485.0,2338.0,3576.0,2963.0,28170.0,688.0,938.0,620.0,1930.0,9027.0,10551.0,4457.0,2025.0,840480.0,202.0,192.0,26980.0,2734.0,0.0,24246.0,755.0,4844.0,5278.0,20937.0,2716.0,2028.0,4706.0,5129.0,23407.0,5278.0,6439.0,2638.0,12266.0,896.0,892.0,377.0,189.0,625.0,5570.0,1752.0,10301.0,29632.0,1990.0,31633.0,23459.0,29108.0,11.0,31622.0,950.0,1790.0,2683.0,7631.0,1177.0,375.0,4521.0,1699.0,984.0,3638.0,1838.0,1726.0,620.0,8752.0,3879.0,5817.0,5683.0,5501.0,8752.0,5683.0,2943.0,2905.0,3057.0,12305.0,1717.0,,,
42095,2014-01-01,301778.0,114123.0,148366.0,153412.0,42.1,7692.0,8712.0,9085.0,5937.0,5124.0,2635.0,2211.0,6001.0,9360.0,8795.0,8359.0,8924.0,9985.0,10861.0,10940.0,3969.0,5883.0,3492.0,4994.0,5695.0,4303.0,2778.0,2631.0,7159.0,7727.0,9188.0,5552.0,4452.0,2185.0,2115.0,5413.0,8603.0,8616.0,8943.0,9016.0,10186.0,11173.0,11175.0,4445.0,6406.0,3632.0,5257.0,7098.0,5349.0,3687.0,6035.0,233249.0,299125.0,292907.0,,,248209.0,210590.0,155639.0,,,,,,8981.0,14691.0,8206.0,38717.0,345.0,497.0,5977.0,38717.0,263061.0,515.0,420.0,1140.0,728.0,2197.0,1307.0,16812.0,18162.0,67565.0,34017.0,4356.0,4226.0,4886.0,5038.0,4397.0,4881.0,4662.0,5164.0,4072.0,8968.0,12457.0,15987.0,12103.0,7662.0,7778.0,7486.0,290309.0,26465.0,0.4392,122862.0,1046.0,152800.0,214200.0,297500.0,114123.0,32290.0,8739.0,1814.0,749.0,72757.0,24394.0,5706.0,4684.0,3855.0,2612.0,2612.0,3397.0,2761.0,1169.0,1701.0,6648.0,1966.0,60553.0,35969.0,78154.0,12460.0,185.0,143.0,61052.0,13310.0,867.0,30.5,1459.0,7130.0,3390.0,2065.0,3126.0,3504.0,4185.0,3756.0,2731.0,944.0,81833.0,259.0,54133.0,27340.0,8431.0,17448.0,11577.0,7713.0,3501.0,270.0,93.0,5871.0,1686.0,1467.0,17290.0,17406.0,21304.0,21318.0,10710.0,17951.0,8535.0,16050.0,9234.0,139798.0,3649.0,6435.0,3172.0,7816.0,34262.0,44702.0,18173.0,9170.0,3916780.0,2716.0,2433.0,130939.0,9891.0,80.0,121048.0,11160.0,19464.0,39020.0,65784.0,12505.0,16623.0,24032.0,19820.0,73305.0,39020.0,49828.0,22444.0,56001.0,3486.0,7500.0,3918.0,941.0,2483.0,15674.0,7636.0,41638.0,148960.0,8296.0,157293.0,90916.0,146233.0,37.0,157256.0,950.0,13452.0,8622.0,38295.0,8660.0,3240.0,20829.0,6213.0,4810.0,17698.0,13224.0,8523.0,4444.0,52904.0,12554.0,23115.0,34653.0,25734.0,52904.0,34653.0,12730.0,14644.0,14906.0,72583.0,19291.0,,,
42041,2014-01-01,247433.0,98877.0,122321.0,125112.0,40.5,6746.0,6926.0,7498.0,4436.0,3619.0,2023.0,1835.0,4697.0,8519.0,8438.0,7816.0,7832.0,8236.0,8407.0,8614.0,3169.0,4349.0,3006.0,3685.0,4779.0,3408.0,2206.0,2077.0,6475.0,7113.0,6676.0,4305.0,4234.0,1499.0,1922.0,4499.0,7646.0,7679.0,7425.0,7130.0,8047.0,8535.0,8760.0,3326.0,5001.0,3268.0,4191.0,5683.0,4273.0,3254.0,4171.0,213477.0,244995.0,239853.0,,,202875.0,172930.0,128929.0,,,,,,7760.0,8772.0,10055.0,9218.0,219.0,256.0,5400.0,9218.0,238215.0,570.0,400.0,591.0,344.0,456.0,259.0,14836.0,14984.0,68895.0,36012.0,3127.0,2778.0,3523.0,4236.0,4586.0,4219.0,4223.0,4247.0,4015.0,8409.0,10371.0,15253.0,10263.0,6954.0,6871.0,5802.0,233835.0,17327.0,0.4227,105204.0,973.0,145700.0,197900.0,279400.0,98877.0,29285.0,6327.0,982.0,854.0,64889.0,16673.0,3064.0,4022.0,4533.0,3058.0,1720.0,2667.0,4561.0,1472.0,3912.0,4746.0,1975.0,51292.0,35420.0,63457.0,7567.0,265.0,167.0,50175.0,8941.0,812.0,27.0,1270.0,5224.0,2611.0,1748.0,2618.0,3015.0,3693.0,4882.0,3269.0,955.0,69592.0,251.0,44992.0,33153.0,2339.0,15461.0,11796.0,7248.0,4282.0,170.0,96.0,3665.0,1103.0,1046.0,17653.0,20256.0,21477.0,19772.0,9235.0,13471.0,5676.0,5602.0,5238.0,118380.0,4592.0,5596.0,3145.0,5869.0,31887.0,39643.0,15538.0,5940.0,2645410.0,858.0,738.0,111443.0,9840.0,59.0,101603.0,13197.0,13661.0,38132.0,49928.0,10784.0,17640.0,16337.0,13275.0,56940.0,38132.0,49816.0,23801.0,40782.0,2714.0,7231.0,4319.0,725.0,1641.0,11173.0,4972.0,32775.0,125972.0,4982.0,131487.0,71388.0,123976.0,533.0,130954.0,1319.0,8760.0,6256.0,27958.0,10255.0,1786.0,10186.0,6085.0,10910.0,16050.0,14902.0,8419.0,3086.0,51824.0,8076.0,17476.0,29314.0,19282.0,51824.0,29314.0,10734.0,11494.0,11680.0,58778.0,15453.0,,,
42079,2014-01-01,317884.0,128054.0,156972.0,160912.0,43.0,8140.0,8271.0,9538.0,5968.0,4059.0,2518.0,2265.0,6014.0,11048.0,9768.0,9194.0,9482.0,10869.0,11616.0,10994.0,4778.0,6228.0,3769.0,5265.0,6640.0,4746.0,2902.0,2900.0,7990.0,8004.0,9034.0,5546.0,3930.0,2525.0,1713.0,5534.0,9601.0,8885.0,9208.0,8806.0,10634.0,11359.0,12082.0,4439.0,6271.0,4196.0,5600.0,7812.0,5443.0,4921.0,7379.0,262783.0,315008.0,309214.0,,,262908.0,226835.0,165262.0,,,,,,10841.0,11360.0,3822.0,35075.0,403.0,103.0,4266.0,35075.0,282809.0,199.0,172.0,991.0,531.0,1726.0,938.0,19554.0,20244.0,51646.0,27919.0,9017.0,7685.0,7651.0,7065.0,7150.0,6711.0,5936.0,5980.0,5288.0,9752.0,13379.0,16137.0,10468.0,6522.0,5609.0,3704.0,306067.0,45514.0,0.4478,149897.0,767.0,78800.0,125400.0,192500.0,128054.0,40256.0,21843.0,2893.0,2257.0,95698.0,20429.0,8427.0,8627.0,3763.0,1956.0,2193.0,4156.0,4613.0,439.0,1671.0,13385.0,1956.0,57270.0,46760.0,81294.0,22954.0,82.0,78.0,62491.0,19464.0,585.0,27.6,4568.0,8017.0,2572.0,2191.0,2947.0,4446.0,4405.0,4879.0,4213.0,2018.0,87798.0,91.0,47790.0,28714.0,7736.0,18823.0,10383.0,6699.0,3121.0,378.0,185.0,8440.0,1920.0,1769.0,22129.0,24054.0,26548.0,22330.0,10106.0,14472.0,7291.0,7380.0,7232.0,141542.0,3885.0,5706.0,5160.0,13420.0,46802.0,44588.0,15946.0,7298.0,3160705.0,1616.0,1543.0,134513.0,14807.0,26.0,119706.0,12180.0,22197.0,32812.0,77822.0,15073.0,14846.0,24616.0,24176.0,88229.0,32812.0,41862.0,19732.0,61886.0,4474.0,6307.0,3522.0,994.0,2993.0,18431.0,7764.0,44485.0,150246.0,10037.0,160370.0,102538.0,147248.0,87.0,160283.0,1084.0,12518.0,8357.0,36645.0,8201.0,2590.0,20242.0,5857.0,7092.0,19957.0,12504.0,10515.0,4684.0,45941.0,12409.0,29658.0,35852.0,26386.0,45941.0,35852.0,12940.0,14758.0,15830.0,68948.0,15382.0,,,
42039,2014-01-01,86164.0,35012.0,42194.0,43970.0,42.9,2401.0,2581.0,2678.0,1793.0,1309.0,654.0,782.0,1283.0,2309.0,2262.0,2117.0,2400.0,2655.0,2937.0,3121.0,1297.0,1887.0,1087.0,1689.0,1977.0,1273.0,1078.0,624.0,2262.0,2218.0,2688.0,1586.0,1306.0,738.0,610.0,1373.0,2478.0,2327.0,2252.0,2612.0,2857.0,3127.0,3177.0,1314.0,2055.0,1148.0,1643.0,2381.0,1751.0,1046.0,1021.0,81753.0,85291.0,83428.0,,,70107.0,59902.0,43184.0,,,,,,477.0,1523.0,384.0,1084.0,38.0,72.0,1281.0,1084.0,85080.0,18.0,0.0,45.0,138.0,40.0,30.0,5456.0,6125.0,49144.0,25731.0,2133.0,1876.0,2164.0,2212.0,2179.0,1825.0,1894.0,1903.0,1585.0,3233.0,3982.0,4525.0,2531.0,1160.0,973.0,837.0,82371.0,11577.0,0.4328,44861.0,658.0,73200.0,110900.0,171400.0,35012.0,9454.0,9849.0,457.0,538.0,32299.0,746.0,2056.0,1345.0,993.0,416.0,441.0,336.0,6201.0,206.0,421.0,3484.0,1964.0,17568.0,11941.0,23071.0,5804.0,39.0,72.0,18207.0,3851.0,500.0,25.9,1237.0,1911.0,560.0,444.0,621.0,706.0,1157.0,1097.0,1134.0,587.0,25558.0,98.0,13109.0,9118.0,1406.0,5270.0,3424.0,1500.0,1611.0,282.0,31.0,1846.0,613.0,543.0,7875.0,6172.0,5327.0,4825.0,1958.0,3434.0,2064.0,2257.0,2102.0,36014.0,2211.0,1718.0,2263.0,3434.0,11677.0,13464.0,4522.0,1915.0,799625.0,170.0,153.0,33182.0,4090.0,7.0,29092.0,3428.0,4277.0,7739.0,24884.0,3606.0,3339.0,5435.0,6397.0,27728.0,7739.0,9474.0,4720.0,13318.0,728.0,1579.0,577.0,390.0,756.0,6172.0,1695.0,11897.0,38481.0,2392.0,40890.0,29217.0,37732.0,17.0,40873.0,1218.0,2732.0,2430.0,10035.0,1248.0,320.0,8254.0,2058.0,1702.0,3989.0,2104.0,1768.0,623.0,11677.0,3892.0,8483.0,7124.0,7305.0,11677.0,7124.0,3814.0,4366.0,4079.0,18447.0,3789.0,,,
42125,2014-01-01,207547.0,84100.0,101709.0,105838.0,44.5,5319.0,6083.0,5693.0,3717.0,2895.0,1353.0,1371.0,3571.0,5925.0,5728.0,5837.0,6038.0,6995.0,7543.0,8087.0,2848.0,4825.0,2740.0,3753.0,4389.0,3195.0,2095.0,1709.0,5201.0,5690.0,5535.0,3579.0,2719.0,1259.0,1320.0,3437.0,5544.0,5549.0,6031.0,5936.0,6933.0,7770.0,8126.0,3671.0,4671.0,2733.0,4421.0,4774.0,4105.0,3004.0,3830.0,191657.0,205406.0,201379.0,,,171723.0,148805.0,108057.0,,,,,,1682.0,6249.0,1828.0,3417.0,115.0,221.0,4023.0,3417.0,204130.0,139.0,70.0,433.0,425.0,251.0,140.0,13508.0,14982.0,61567.0,34244.0,4261.0,3657.0,3835.0,3969.0,4048.0,3850.0,4159.0,3915.0,3157.0,6243.0,8242.0,10856.0,8422.0,5080.0,5404.0,5002.0,202499.0,18777.0,0.4539,95508.0,746.0,91600.0,162600.0,263400.0,84100.0,20491.0,11408.0,1175.0,1239.0,70179.0,6400.0,3383.0,2638.0,2412.0,1122.0,1812.0,2033.0,5501.0,1219.0,2152.0,7127.0,1962.0,43815.0,28721.0,55379.0,10804.0,52.0,86.0,40817.0,7790.0,570.0,26.5,2089.0,3478.0,1385.0,1053.0,1825.0,2087.0,2348.0,2794.0,2353.0,1079.0,63609.0,204.0,36645.0,19814.0,3413.0,12416.0,8842.0,6163.0,2372.0,181.0,126.0,3574.0,972.0,839.0,12952.0,13690.0,11668.0,10858.0,6717.0,11419.0,8205.0,8668.0,9108.0,93285.0,2867.0,4401.0,2170.0,6397.0,26003.0,33954.0,12012.0,5734.0,2511400.0,1443.0,837.0,88268.0,7696.0,194.0,80572.0,5340.0,14712.0,28781.0,51764.0,8252.0,11782.0,14444.0,10551.0,56878.0,28781.0,35615.0,15187.0,37408.0,2936.0,5627.0,2814.0,454.0,1451.0,12858.0,4158.0,30298.0,99783.0,5381.0,105240.0,66483.0,97686.0,76.0,105164.0,3691.0,9424.0,7569.0,23702.0,5959.0,1752.0,11059.0,4254.0,2927.0,11351.0,9885.0,5431.0,2779.0,35897.0,10993.0,13341.0,22154.0,17398.0,35897.0,22154.0,9050.0,8996.0,9790.0,44054.0,9051.0,,,
42027,2014-01-01,161443.0,57908.0,84972.0,76471.0,31.7,3401.0,3400.0,3531.0,2257.0,6166.0,4442.0,4352.0,6557.0,7609.0,5437.0,4481.0,4752.0,4670.0,5000.0,4701.0,1912.0,2593.0,1524.0,1947.0,2340.0,1750.0,1242.0,908.0,3042.0,3085.0,3643.0,2135.0,5764.0,4134.0,3590.0,4328.0,5707.0,4097.0,3585.0,3963.0,4212.0,4580.0,4454.0,1923.0,2517.0,1459.0,1858.0,2911.0,1988.0,1594.0,1902.0,138021.0,160061.0,157239.0,,,139946.0,97616.0,76193.0,,,,,,10186.0,5857.0,10173.0,4680.0,133.0,281.0,2249.0,4680.0,156763.0,361.0,183.0,593.0,265.0,236.0,118.0,8454.0,8589.0,58055.0,29432.0,5625.0,1924.0,2626.0,2688.0,2718.0,2572.0,3031.0,2164.0,2233.0,4067.0,5388.0,7171.0,6087.0,3035.0,3409.0,3170.0,143192.0,26301.0,0.4696,66312.0,966.0,150200.0,220500.0,319300.0,57908.0,22101.0,8404.0,936.0,260.0,39005.0,4865.0,2019.0,2663.0,2917.0,3810.0,3916.0,3792.0,3320.0,837.0,1627.0,2649.0,1977.0,27559.0,25180.0,32728.0,4337.0,60.0,75.0,24494.0,3346.0,889.0,35.2,2349.0,7188.0,1826.0,906.0,1336.0,1984.0,1833.0,2496.0,1516.0,667.0,35807.0,183.0,21309.0,27939.0,8211.0,7658.0,6077.0,3456.0,2268.0,187.0,166.0,1581.0,455.0,286.0,12185.0,13595.0,14660.0,11455.0,4398.0,7020.0,3015.0,2402.0,3011.0,71741.0,6666.0,3459.0,4361.0,5743.0,20038.0,21573.0,7431.0,3123.0,1459420.0,4042.0,3989.0,58554.0,7055.0,44.0,51499.0,18149.0,7131.0,22859.0,26223.0,4129.0,12515.0,7895.0,5538.0,29250.0,22859.0,36039.0,20814.0,19155.0,1407.0,3646.0,3986.0,291.0,592.0,6716.0,2238.0,18876.0,76741.0,3409.0,80197.0,59749.0,75200.0,47.0,80150.0,1086.0,8703.0,3179.0,31521.0,2924.0,800.0,5425.0,2791.0,2738.0,7353.0,6597.0,2384.0,1240.0,36713.0,4695.0,7084.0,14383.0,13866.0,36713.0,14383.0,4806.0,5895.0,5317.0,58097.0,32248.0,,,
42021,2014-01-01,134550.0,56793.0,66180.0,68370.0,45.1,3500.0,3711.0,3706.0,2450.0,1933.0,1126.0,819.0,2526.0,3750.0,3377.0,3549.0,3882.0,4267.0,4654.0,5137.0,2051.0,3326.0,1819.0,2465.0,3128.0,2202.0,1493.0,1309.0,3253.0,3489.0,3656.0,2292.0,1944.0,999.0,817.0,2260.0,3372.0,3326.0,3522.0,3806.0,4101.0,4591.0,4959.0,2224.0,3390.0,2112.0,2420.0,3499.0,2802.0,2258.0,3278.0,124880.0,133371.0,130687.0,,,111584.0,96069.0,67284.0,,,,,,762.0,4240.0,636.0,2125.0,63.0,249.0,2317.0,2125.0,132425.0,38.0,55.0,343.0,281.0,152.0,74.0,8376.0,10002.0,45901.0,25779.0,4019.0,3859.0,3966.0,3402.0,3532.0,3264.0,3118.0,2795.0,2547.0,4358.0,5899.0,6941.0,4230.0,2156.0,1619.0,1088.0,127569.0,19582.0,0.4412,65878.0,620.0,53400.0,90900.0,159600.0,56793.0,14780.0,9085.0,1022.0,911.0,48809.0,4795.0,2203.0,2355.0,1643.0,889.0,774.0,1640.0,2693.0,276.0,440.0,8135.0,1953.0,26734.0,20986.0,35807.0,10393.0,98.0,49.0,26057.0,6817.0,439.0,27.7,2009.0,2851.0,998.0,773.0,1050.0,1561.0,1664.0,1737.0,1260.0,877.0,42013.0,35.0,19299.0,12799.0,2570.0,7942.0,5031.0,3240.0,1540.0,175.0,76.0,2911.0,818.0,736.0,10351.0,8644.0,8550.0,7606.0,3239.0,4673.0,3169.0,3843.0,4129.0,54204.0,1672.0,1851.0,1473.0,5878.0,20035.0,20158.0,7462.0,3260.0,1335100.0,624.0,615.0,51201.0,5040.0,3.0,46161.0,7168.0,9531.0,12894.0,38806.0,5907.0,5337.0,8551.0,8351.0,43146.0,12894.0,16345.0,7689.0,23989.0,1772.0,2388.0,1580.0,356.0,945.0,9713.0,2681.0,19435.0,57311.0,4048.0,61438.0,50146.0,56055.0,79.0,61359.0,962.0,4568.0,3432.0,17273.0,2656.0,899.0,5433.0,3019.0,3118.0,6773.0,4065.0,3639.0,1474.0,18917.0,5657.0,8895.0,12528.0,11314.0,18917.0,12528.0,5834.0,5861.0,6104.0,29520.0,7399.0,,,
42065,2014-01-01,44084.0,18465.0,21887.0,22197.0,43.9,1285.0,1336.0,1346.0,839.0,494.0,209.0,322.0,730.0,1316.0,1262.0,1200.0,1262.0,1407.0,1550.0,1745.0,640.0,991.0,586.0,766.0,971.0,720.0,485.0,425.0,1201.0,1281.0,1282.0,784.0,455.0,309.0,156.0,708.0,1271.0,1184.0,1103.0,1268.0,1399.0,1527.0,1790.0,615.0,957.0,572.0,668.0,1213.0,962.0,616.0,876.0,42865.0,43585.0,42576.0,,,35780.0,31347.0,22487.0,,,,,,91.0,213.0,127.0,383.0,75.0,6.0,394.0,383.0,43701.0,9.0,4.0,0.0,2.0,4.0,22.0,2927.0,3331.0,46818.0,24974.0,1215.0,1135.0,1212.0,1073.0,1043.0,1168.0,984.0,1097.0,881.0,1617.0,1951.0,2408.0,1337.0,616.0,415.0,313.0,43223.0,6011.0,0.4206,22673.0,632.0,65700.0,99800.0,164800.0,18465.0,4528.0,4208.0,384.0,343.0,17521.0,282.0,784.0,666.0,372.0,327.0,351.0,307.0,2059.0,210.0,231.0,1717.0,1960.0,9600.0,6196.0,12269.0,2815.0,6.0,13.0,9354.0,1773.0,471.0,27.1,459.0,870.0,302.0,205.0,336.0,554.0,539.0,543.0,448.0,272.0,13937.0,24.0,6607.0,3027.0,801.0,2813.0,1833.0,941.0,851.0,6.0,35.0,980.0,354.0,300.0,4367.0,3106.0,2748.0,2550.0,1050.0,1866.0,851.0,1565.0,906.0,19009.0,815.0,554.0,822.0,1514.0,6253.0,7151.0,2430.0,1117.0,448360.0,108.0,77.0,17868.0,1650.0,4.0,16218.0,749.0,3069.0,3331.0,14367.0,1469.0,1359.0,2722.0,3239.0,15712.0,3331.0,3839.0,1805.0,7260.0,541.0,540.0,346.0,153.0,436.0,3536.0,781.0,6333.0,19889.0,893.0,20795.0,14985.0,19563.0,13.0,20782.0,969.0,1188.0,1532.0,4963.0,602.0,212.0,3447.0,1179.0,775.0,2190.0,1000.0,1389.0,443.0,5200.0,2742.0,4738.0,3627.0,3582.0,5200.0,3627.0,2133.0,2095.0,1915.0,8387.0,1143.0,,,
42081,2014-01-01,114859.0,45897.0,56457.0,58402.0,41.4,3212.0,3213.0,3749.0,1998.0,1847.0,1074.0,812.0,1920.0,4180.0,3509.0,3189.0,3041.0,3393.0,3862.0,4271.0,1589.0,2269.0,1358.0,1921.0,2279.0,1574.0,1333.0,864.0,3103.0,3162.0,3205.0,2005.0,1392.0,729.0,1011.0,1832.0,3792.0,3535.0,3018.0,3505.0,3707.0,4037.0,4205.0,1788.0,2460.0,1623.0,1871.0,2655.0,2154.0,1347.0,2266.0,104011.0,113652.0,110995.0,,,94029.0,80595.0,59350.0,,,,,,1013.0,5436.0,808.0,2278.0,174.0,259.0,1875.0,2278.0,112581.0,39.0,16.0,233.0,222.0,35.0,37.0,6875.0,7823.0,52407.0,26867.0,3197.0,2344.0,2172.0,2448.0,2563.0,2472.0,2430.0,2187.0,2004.0,4004.0,5160.0,6121.0,3989.0,2107.0,1574.0,1125.0,108645.0,15403.0,0.423,53340.0,784.0,97900.0,152400.0,219200.0,45897.0,14045.0,7443.0,1353.0,442.0,36794.0,3036.0,2912.0,2227.0,1812.0,1139.0,1092.0,803.0,3470.0,419.0,536.0,3409.0,1960.0,22824.0,16017.0,29880.0,7383.0,84.0,86.0,23647.0,5720.0,621.0,29.4,974.0,3256.0,1106.0,952.0,1044.0,1609.0,1496.0,1874.0,1211.0,523.0,31852.0,141.0,18634.0,11304.0,3818.0,7547.0,4871.0,3065.0,1679.0,68.0,59.0,2676.0,697.0,639.0,11940.0,9396.0,9176.0,6868.0,3240.0,4583.0,1881.0,2401.0,1754.0,51239.0,1624.0,1583.0,1998.0,4160.0,14418.0,17857.0,6943.0,2519.0,1047775.0,590.0,584.0,48190.0,4798.0,6.0,43392.0,6078.0,8520.0,12092.0,27338.0,5194.0,4669.0,8782.0,8224.0,31516.0,12092.0,14664.0,6267.0,22496.0,1761.0,2053.0,1158.0,339.0,1203.0,6112.0,2758.0,15384.0,53722.0,2961.0,56713.0,37316.0,52822.0,30.0,56683.0,1491.0,4145.0,3416.0,14423.0,2405.0,686.0,7381.0,2454.0,2216.0,6531.0,4184.0,3072.0,1318.0,16731.0,5002.0,9582.0,12053.0,10354.0,16731.0,12053.0,5131.0,5321.0,5165.0,25077.0,6467.0,,,
